Texto	Humanos	Logistic Regression	Naive Bayes	Support Vector Machines	Ensemble
@galerarecord Por favor, não parem as traduções dos livros de Warcraft! Estamos desesperados pelos próximos!	1.0	Positivo	Positivo	Positivo	Positivo
@ilumitassi baaah ja aproveitei tanto q to com os pés inchados hahahaha	1.0	Negativo	Negativo	Positivo	Negativo
Caraca hoje tenho curso, mas cadê a vontade de sair da cama ? Aqui tá tão gostoso	1.0	Positivo	Positivo	Negativo	Positivo
Tenho que ir lá no shopping comprar a roupa do frozen da festa da minha afilhada sábado	1.0	Negativo	Positivo	Negativo	Negativo
"Tens uns desenhos q eu faço q eu fico tipo: ""amo desenhar, olha isso"""	1.0	Positivo	Positivo	Positivo	Positivo
a marca lenovo tá mm ao nivel da apple em pc	1.0	Positivo	Positivo	Negativo	Positivo
O paraíso com certeza tem gosto da trufa maçã do amor da cacau show	1.0	Positivo	Positivo	Positivo	Positivo
@SFrouks Uhuuuuuuul! Que irmão legal! =D	1.0	Positivo	Positivo	Positivo	Positivo
Deus é maravilhoso.  😍🙌💛 '	1.0	Positivo	Positivo	Positivo	Positivo
Nao me leve a mal, me leve pra fazer amor é mais gostoso 🎶	1.0	Positivo	Positivo	Positivo	Positivo
Meu tio me deu uma câmera/filmadora sony linda com o monopod, capa a prova dágua que sonho	1.0	Negativo	Positivo	Negativo	Negativo
Luiz te amo	1.0	Positivo	Positivo	Positivo	Positivo
Ele tava doando até o xbox HAHAAHAHAHA	1.0	Positivo	Negativo	Positivo	Positivo
estou prestes a ganhar um tim beta amigos, imaginem minha alegria 😊😊😊	1.0	Positivo	Positivo	Positivo	Positivo
Nunca vi tanto aniversariante que nem hoje lá no outback. Vou voltar lá no meu aniversário só para cantarem parabéns pra mim.	1.0	Positivo	Positivo	Positivo	Positivo
Que eu to num jeito carente querendo atenção, seu beijo de amor tirou meus pés do chão, aprendi a gostar de você, cuidar do meu coração	1.0	Positivo	Positivo	Positivo	Positivo
Age of Empires 2 só não é o melhor RTS que já joguei pois existe WarCraft 3	1.0	Negativo	Positivo	Negativo	Negativo
Sonhei que eu falava inglês perfeitamente, que legal	1.0	Positivo	Positivo	Positivo	Positivo
Uma felicidade.. #TchauQueridaDay	1.0	Positivo	Negativo	Positivo	Positivo
Espero que Deadpool só não seja melhor que Warcraft	1.0	Positivo	Positivo	Positivo	Positivo
Não esqueçam que também estamos fazendo a cobertura pelo facebook e snapchat	1.0	Negativo	Positivo	Negativo	Negativo
@jullytrembala @FatimaCristian2  Não vivo sem  💖	1.0	Negativo	Negativo	Negativo	Negativo
@lordespotter os xperias mais novos tao bem massa, meu tio tem o z3 e a camera eu 10/10 e o zenfone eh da ASUS a camera eh espetacular	1.0	Positivo	Negativo	Positivo	Positivo
@CarolSenpai mas eu amo chuva/frio então meio que to de boa	1.0	Negativo	Positivo	Positivo	Positivo
Vi um ovo da cacau show maravilhoso, to pensando em comprar pra Rú ❤️❤️	1.0	Positivo	Positivo	Positivo	Positivo
hoje tem grammy! to mais feliz pq HOJE TEM OUTBACK <3	1.0	Positivo	Positivo	Positivo	Positivo
mano a Blizzard vai dar World of Warcraft pra quem for assistir Warcraft o cinema pqp	1.0	Positivo	Positivo	Positivo	Positivo
Tão bom chegar em casa e ter um jogo desses pra assistir	1.0	Positivo	Negativo	Negativo	Negativo
MANO DO CÉU ESSE LIVINHO É MARAVILHOSO PQP	1.0	Positivo	Positivo	Positivo	Positivo
@filipemoro esse filme é fantástico.	1.0	Positivo	Positivo	Positivo	Positivo
SEU SORRISO É TÃO RESPLANDECENTE QUE DEIXOU MEU CORAÇÃO ALEGREEE ME DE A MÃÃÃÃÃÃÃÃO PRA FUGIR DESTA TERRÍVEL ESCURIDÃÃÃÃÃÃO	1.0	Negativo	Positivo	Negativo	Negativo
Tenho 94.309.884 séries pra por em... essa serie parece legal vou ver	1.0	Positivo	Positivo	Negativo	Positivo
20 anos da franquia que mais fez minha infância feliz interessante e me ensinou inglês	1.0	Positivo	Positivo	Positivo	Positivo
Frozen misturado com branca de neve ta tudo lindo #PavêNoMTVHits	1.0	Negativo	Positivo	Negativo	Negativo
são paulo melhor pessoa	1.0	Positivo	Positivo	Positivo	Positivo
Nunca vou entender o porquê de servirem Chopp Brahma no Outback. Encarecem TUDO, mas barateiam nisso...	1.0	Negativo	Negativo	Positivo	Negativo
Tática da vida : ir na boticário comigo e com a Thaina  é receber  brindes maravilhosos	1.0	Positivo	Negativo	Negativo	Negativo
@cellbit uau que fantástico	1.0	Positivo	Positivo	Positivo	Positivo
@Dudu_Chagas_  Gostar de basquete = assistam basquete (NBA) e entendam do assunto	1.0	Positivo	Positivo	Positivo	Positivo
@897KB .....só bj dps dessa pq te amo visse	1.0	Positivo	Positivo	Negativo	Positivo
Rosca da vila santa Catarina é a melhor 😂💘😍	1.0	Positivo	Positivo	Positivo	Positivo
@crlana_ ainda né , gosto so com leite condensado	1.0	Positivo	Positivo	Negativo	Positivo
É top demais ver a pessoa mentindo quando você já sabe de tudo	1.0	Positivo	Positivo	Positivo	Positivo
Bem triste por ter que mandar meu celular pra assistência, mas feliz pelo atendimento da Apple ser ótimo!	1.0	Positivo	Negativo	Positivo	Positivo
a internet ta maravilhosa hj, adoro	1.0	Positivo	Positivo	Positivo	Positivo
Vcs precisavam ver minha felicidade no boticário quando eu passei a base em mim e ela sumiu na minha pele e foi a 1x q isso aconteceu	1.0	Negativo	Negativo	Negativo	Negativo
estou vendo laços de familia e esperando o meu almoço maravilhoso feito por mim ficar pronto	1.0	Positivo	Positivo	Positivo	Positivo
Nós tá teguinha da base, escutando as melhores jogando um ps4 ✌	1.0	Negativo	Positivo	Negativo	Negativo
Confiança é a base de tudo.	1.0	Positivo	Negativo	Positivo	Positivo
Amo coisas Difíceis	1.0	Positivo	Positivo	Positivo	Positivo
Coisa linda ouvir estas meninas, mistura dos dois programas neste lugar maravilhoso! #MisturaAoVivo	1.0	Positivo	Positivo	Positivo	Positivo
@Harry_Styles muito interessante,gostei,vou salvar aqui	1.0	Positivo	Positivo	Positivo	Positivo
@biel_sabatini mega ansiosa... excelente fds carinho!!!	1.0	Positivo	Positivo	Positivo	Positivo
se o fernandinho aparecer no vídeo eu vou rir demais	1.0	Positivo	Negativo	Positivo	Positivo
@mariobautista_  Te amo Mario Beto❤ #KCA #VotaMarioBautista	1.0	Positivo	Positivo	Positivo	Positivo
Obrigada DisneyChannel por passar Frozen, Toy Story, Monstros S.A e agora Enrolados, seguidos. Parabéns aos envolvidos 😂 #dormirjamais	1.0	Positivo	Positivo	Positivo	Positivo
louca pra chegar em casa logo só pra assistir mais um milhão de vezes esse bombcam do yoongi dançando fire	1.0	Negativo	Negativo	Negativo	Negativo
força é oq eu preciso	1.0	Negativo	Positivo	Negativo	Negativo
@sistahhhh Mais ou menos assim, pq meu próximo curso  é design e moda.. Quero me aprofundar nesse mundo tão fantástico..	1.0	Negativo	Positivo	Positivo	Positivo
RT @lumafpaixao: Vou na padaria comprar pão de queijo e toddynho pra ir bem feliz pra escola	1.0	Negativo	Positivo	Positivo	Positivo
@hearttrouxa ai miga brigada tim amo	1.0	Negativo	Positivo	Positivo	Positivo
Preciso de Big Apple. Muito Big Apple. Eu amo Big Apple.	1.0	Positivo	Negativo	Positivo	Positivo
Kobe pra mim será o melhor jogador de basquete que vi atuar #NBAAllStarGame #KobeBryant ⭐️🏀	1.0	Positivo	Positivo	Positivo	Positivo
Esse lolzinho tá tão legal que não entrei nem o whatsapp ainda	1.0	Positivo	Positivo	Negativo	Positivo
Dente da Tati Zaqui é maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
É com cada risada sp que venho pa ps4 jogar com os meus bros	1.0	Negativo	Negativo	Negativo	Negativo
@FCKJAIRO TE AMO MEU BB	1.0	Positivo	Positivo	Positivo	Positivo
Admita, irmão, Zelda tem trilha sonora e história melhores que Mario	1.0	Positivo	Positivo	Positivo	Positivo
"""BLIZZARD CONSIDERA DAR #WOW COMPLETO PARA QUEM ASSISTIR AO FILME DE #WARCRAFT"" É nóis @Blizzard_Ent. Tamo junto! <3"	1.0	Positivo	Negativo	Positivo	Positivo
A mnh mãe ofereceu-me uns cremes do boticário q cheiram bué bem	1.0	Positivo	Positivo	Positivo	Positivo
meu aleatório começou a tocar thought of you quase chorei de emoção, a fav do believe	1.0	Positivo	Positivo	Positivo	Positivo
@Lyra_Games @YouTube claro q  vou assisti e ganhou mas 1 inscrito ☺👍👍	1.0	Positivo	Positivo	Positivo	Positivo
@claracolombina nao é o PEC nao ,tu nao conhece a escola ,mas que hambúrguer bom muito bom kkkkkk	1.0	Positivo	Negativo	Negativo	Negativo
Comprei uma trufa da cacau show pra cada um de casa, sou uma ótima pessoa.	1.0	Negativo	Positivo	Positivo	Positivo
Começo dos anos 2000 foi maravilhoso na musica brasileira.	1.0	Positivo	Positivo	Positivo	Positivo
pros inimigo eu desejo vida longa pra poder acompanhar meu sucesso!	1.0	Positivo	Negativo	Positivo	Positivo
O @fee3 foi embora hoje me deixou uma cartinha no sofá! Achei lindo? Sim ou claro?!	1.0	Positivo	Positivo	Positivo	Positivo
Dá orgulho saber que os 3 maiores da capital, estão na liberta!! Futebol paulista porra, respeita	1.0	Negativo	Negativo	Positivo	Negativo
Sdds outback sdds	1.0	Positivo	Negativo	Positivo	Positivo
@prissguerrero1 tipo uma vez ficamos numa casinha na praia em santa catarina por um preço melhor que quarto de hotel	1.0	Positivo	Positivo	Positivo	Positivo
@FitnessCatheus Obrigada! Essa corrente Catheus dá mta energia para esse projeto fitness! Juntos vamos longe!	1.0	Positivo	Positivo	Positivo	Positivo
@rogerionerd aff mano...sério...a Asus deveria me contratar como garota propaganda... OAUHSUAHSOUAHOSUHAOSHAOUS	1.0	Positivo	Negativo	Positivo	Positivo
E a noite tem basquete, que ótimo 👌	1.0	Positivo	Positivo	Positivo	Positivo
atualizando o tt no tablet mas no celular continua firme e forte	1.0	Negativo	Positivo	Negativo	Negativo
@mxpxs viajam legal mano kkkkkkkkkkkk	1.0	Positivo	Positivo	Positivo	Positivo
"Gata, me chama de Star Wars e vamos ter uma saga de 3 trilogias em 12h. Vou te levar se ""Uma Nova Gozada"" até o ""Despertar com gozada"""	1.0	Positivo	Positivo	Positivo	Positivo
Essa atualização do Asus só deixou meu celular mais lindo ainda aff	1.0	Positivo	Positivo	Positivo	Positivo
Essa propaganda do Outback me deixa com uma vontade louca de comer	1.0	Negativo	Negativo	Positivo	Negativo
@mandafellerr parabéns p melhor xaraaaaaa!! Tudo de bom meu amor!!!	1.0	Positivo	Positivo	Positivo	Positivo
De vez em quando aparecem uns cérebros pensantes no mundo do futebol. É raro, mas acontece.	1.0	Negativo	Positivo	Positivo	Positivo
@Rey467 zelda e persona são vida ❤️	1.0	Negativo	Negativo	Negativo	Negativo
Propaganda do Outback me fez lembrar que preciso voltar lá ... Que lugar maravilhoso	1.0	Positivo	Positivo	Negativo	Positivo
@delsonferreira sempre me impressionando, te amo bb	1.0	Positivo	Positivo	Positivo	Positivo
@gabriiely vrdd ne, nao tem tim...mais vivo e nextel são boas! E qnd vc vem no toque pra Diadema?	1.0	Negativo	Negativo	Negativo	Negativo
O JUSTN GAMHOU EU TO ARREPIADA DOS PES A CABEÇA	1.0	Negativo	Negativo	Positivo	Negativo
Sorte do dia: chegar na redação dois minutos antes de cair um mega temporal na cidade do Rio de Janeiro :)	1.0	Positivo	Positivo	Negativo	Positivo
@ThayMilward meto sim, adoro meter	1.0	Negativo	Positivo	Positivo	Positivo
@_annoyingnavi SIM POR FAVOR CMDMCLSKLFKSLDMS Essa primeira música me da uma puta vontade de jogar Zelda	1.0	Negativo	Negativo	Positivo	Negativo
AI MEU DEUS TEASER DE STAR WARS VIII CÊS NÃO ESPERARAM NEM EU ME RECUPERAR DO EPISÓDO VII	1.0	Positivo	Positivo	Positivo	Positivo
Barcelona vai ser campeão da la liga? Legal, Real continua sendo o maior e mais rico do mundo 👌	1.0	Positivo	Negativo	Positivo	Positivo
Fui p aniversário da minha irmã, e ela tava de frozen ♥ fofa dms	1.0	Positivo	Positivo	Negativo	Positivo
Esse semestre na etec nem vai serr tao ruim por causa da Sabrina q entro	1.0	Negativo	Negativo	Negativo	Negativo
Hahahaha gostei do comercial da Boticário com a Cleo Pires.	1.0	Positivo	Positivo	Positivo	Positivo
Eu to loco para jogar o The Legend of Zelda: Twilight Princess HD, principalmente por causa da trilha sonora	1.0	Negativo	Positivo	Positivo	Positivo
mais eu não vivo sem você	1.0	Positivo	Positivo	Positivo	Positivo
"""Quanto melhor é adquirir a sabedoria do que o ouro! E mais excelente, adquirir a prudência do que a prata!"" Provérbios 16:16"	1.0	Positivo	Positivo	Positivo	Positivo
@marcogelfei interessante	1.0	Positivo	Negativo	Positivo	Positivo
Minha mãe comprou um coberto maravilhoso pra mim	1.0	Positivo	Positivo	Positivo	Positivo
Vou fazer 18, mais piro num pula pula legal	1.0	Positivo	Positivo	Positivo	Positivo
ele é aquele tipo de menino super fofinho,loiro do olho claro,bochecha rosada e tals	1.0	Positivo	Positivo	Negativo	Positivo
Fantástico‼️ 👌🏻 @vinylofilo	1.0	Positivo	Positivo	Positivo	Positivo
Vem ai! !!!! @GabrielXavier para o meio do @sportrecife. Sucesso🏃⚽👏👏👏👏👏 @vaievem_futebol. @_FuteNews	1.0	Positivo	Negativo	Negativo	Negativo
Agora que eu coloquei Zelda no noot,cagar tá uma delícia	1.0	Negativo	Positivo	Negativo	Negativo
"minha mãe está fazendo hambúrguer caseiro aqui, e eu só consigo pensar em ""já está pronto?"" 💁🏼"	1.0	Negativo	Positivo	Negativo	Negativo
vou fazer cosplay da frozen em aniversário infantil e ganhar muito dinheiro	1.0	Positivo	Positivo	Positivo	Positivo
Eu amo a internet e essas coisas maravilhosas que ela nos proporciona chamada memes	1.0	Positivo	Positivo	Positivo	Positivo
To com mt vontade de jogar warcraft 3 again	1.0	Negativo	Positivo	Negativo	Negativo
À procura da felicidade, filme lindo	1.0	Positivo	Positivo	Positivo	Positivo
Esse comentarista do ESPN é excelente.	1.0	Positivo	Negativo	Positivo	Positivo
eu tenho a melhor capa do facebook, so isso	1.0	Positivo	Positivo	Positivo	Positivo
Nesse bar só ta tocando música legal kkkkkkkk to cantando pakas	1.0	Negativo	Positivo	Positivo	Positivo
@MartaKooks que regresso de temporada tão bom!!!	1.0	Positivo	Negativo	Positivo	Positivo
Excelente gol atleti	1.0	Positivo	Negativo	Positivo	Positivo
Neto não goato de vc mais respeito vc como apresentador porque vc fala oque eu queria falar dessa falsidade do futebol #baitaamigos	1.0	Positivo	Negativo	Positivo	Positivo
Amo cuidar do Arthur ❤	1.0	Positivo	Positivo	Positivo	Positivo
Star Wars se abrindo à diversidade e escalando uma atriz asiática pra ser lead <3	1.0	Positivo	Positivo	Positivo	Positivo
@sapobrothers minuto do vôlei melhor momento da história	1.0	Positivo	Positivo	Positivo	Positivo
@MaverickMGMT te ama demais	1.0	Positivo	Negativo	Positivo	Positivo
Gosto dos snap da Aline cantando mas ainda prefiro os nude	1.0	Negativo	Negativo	Positivo	Negativo
eu amo day6 demais¿¿?? puta merda	1.0	Negativo	Negativo	Negativo	Negativo
Tempo em SP é tão bom.. Esse vento maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
Tenho q terminar as paradas de amanhã... Mas ficar jogada na cama ta bem mais interessante	1.0	Negativo	Negativo	Negativo	Negativo
@estudaguria poxa! Excelente essa frase.	1.0	Positivo	Negativo	Positivo	Positivo
EU AMO VOCÊS DEMAIS, ESPERO QUE VENHAM PRA SANTA CATARINA @viihtube @LuisMariz	1.0	Positivo	Positivo	Positivo	Positivo
foi até bom eu ter vendido o ps4 n faz falta, e to c dinheiro de sobra	1.0	Negativo	Negativo	Positivo	Negativo
8909 grado dms, garra as muie jogano fifa, outback historico	1.0	Positivo	Positivo	Positivo	Positivo
@Vessoni tem um lado positivo nisso vessa .... ninguém conhece os caminhos da roubalheira como alguém que também roubou..!! Acho bão!	1.0	Positivo	Negativo	Positivo	Positivo
Posso estar no pior dia da minha vida, mesmo assim vou fazer de tudo para ver você sorrir. #SabadoNoClubeSdv	1.0	Positivo	Positivo	Positivo	Positivo
@Santoosluizah 3/ que é gnt boa dms e de confiança	1.0	Positivo	Positivo	Positivo	Positivo
McGregor é pica demais	1.0	Negativo	Negativo	Negativo	Negativo
@Pedrohdsantos to apaixonada por ele antes de comprar, comprei no site da Asus, to esperando a confirmação do pagamento, ansiosamente	1.0	Positivo	Positivo	Positivo	Positivo
Mt interessante	1.0	Positivo	Negativo	Negativo	Negativo
eu adoro essa conta @ zidane	1.0	Negativo	Positivo	Negativo	Negativo
Eu a amo	1.0	Positivo	Positivo	Positivo	Positivo
Cuca foi um excelente treinador o que ele fez em 2009 foi algo milagroso...  Cara falou francamente com os jogadores,  e conseguiu	1.0	Negativo	Negativo	Positivo	Negativo
Teu sorriso é tão resplandecente que deixou meu coração alegre, me de a mao pra fugir dessa terrível escuridãoooo	1.0	Negativo	Positivo	Negativo	Negativo
@pedrinho_costaa obrigada pê, te amo ❤	1.0	Negativo	Positivo	Negativo	Negativo
Por trás de grandes namorados existem dois grandes amigos. 👫💞	1.0	Negativo	Negativo	Negativo	Negativo
o bolo do meu niver taava fantastico	1.0	Positivo	Positivo	Positivo	Positivo
Pegando o ônibus, olho pra universidade cheia de calouros e bate aquele sentimento de nostalgia e de que to ficando velho ao msm tempo	1.0	Negativo	Negativo	Positivo	Negativo
Kroos..... Sera o novo Iniesta ? Amanha no fantástico.. AHHAHAHAHAHAHHAHAHAHA	1.0	Positivo	Positivo	Negativo	Positivo
O Gui é fantástico	1.0	Positivo	Positivo	Positivo	Positivo
a vida é boa demais pra fica lembrando de coisa desnecessária, né não	1.0	Negativo	Positivo	Negativo	Negativo
Novo anjo da semana Cacau deu o monstro pra Adélia e gegê. Não vou mentir, adoro! #BBB16 haha	1.0	Negativo	Positivo	Negativo	Negativo
Preciso urgentemente de ir à zara, ver a nova coleção ao vivo	1.0	Negativo	Positivo	Positivo	Positivo
recebi uma carta do dias dos namorados!!	1.0	Positivo	Negativo	Positivo	Positivo
@michelledockry parece interessante	1.0	Positivo	Negativo	Positivo	Positivo
"o joseph kahn ta agora falando sobre a taylor no red carpet ""trabalhar com ela é como jogar em um time de futebol que já vai vencer"""	1.0	Negativo	Negativo	Negativo	Negativo
Vou no dentista amnh e acho q vou passar na boticário tbmm	1.0	Negativo	Negativo	Negativo	Negativo
@fizessabobagem Pelo menos não agora. Tá tudo muito bem! Futebol, dinheiro, clube, títulos, gol, torcida...	1.0	Negativo	Negativo	Positivo	Negativo
Você merece cachê, seu show foi bom demais	1.0	Positivo	Positivo	Positivo	Positivo
Cacau show é bom demais	1.0	Positivo	Positivo	Negativo	Positivo
adoro a primeira versão de Ilariê	1.0	Positivo	Positivo	Positivo	Positivo
Como é bom ficar o dia inteiro deitado	1.0	Positivo	Negativo	Positivo	Positivo
ontem foi legal dms, meu Deus	1.0	Positivo	Positivo	Positivo	Positivo
